id,code,name,rating
552,8829,Dulquer Salmaan,72.37
553,8878,Mithun Murali,61.23
554,8934,Saju Navodaya,64.9
555,8996,Thanusree Ghosh,75.53
556,9010,Joe Siby Malayil,35.69
557,9011,Ben Lalu Alex,35.69
558,9012,Anu Mohan,31.35
559,9016,Navami,38.54
560,9017,Leona Lishoy,53.94
561,9057,Nikki Galrani,66.24
562,9066,Sreelakshmi Sreekumar,53.2
563,9069,Neeraj Madhav,74.43
564,9102,Cheran,71.25
565,9236,Adhithi Ravi,67.45
566,9299,Iti Acharya,39
567,9381,Prayaga Martin,68.16
568,9415,Aju Varghese,55.76
569,9417,Anupam Kher,64.5
570,9418,Anusree,65.78
571,9422,Bhagath Manuel,44.24
572,9426,Daniela Zachari,75.53
573,9431,Gouthami Nair,59.64
574,9434,M Sasi kumar ,39.66
575,9435,Hemanth Menon,55.22
576,9439,Isha Thalwar,58.2
577,9449,Sunny Wayne,62.45
578,9451,Rahul Madhav,42
579,9453,Makarand Deshpande,57.62
580,9454,Linda Arsenio,53.25
581,9461,Isha Sharvani,71.93
582,9462,Kishor (Tamil),70.98
583,9463,Kriti Kapoor,29.88
584,9470,Manikandan Pattambi,44.54
585,9479,Nivin Pauly,70.1
586,9481,Piaa Bajpai,60.4
587,9483,Richa Panai,37.94
588,9484,Pooja Vijayan,21.08
589,9489,Rajeev Pillai,36.54
590,9490,Rasul Pookkutty,78.3
591,9499,Sampath Raj,44.72
592,9631,Prema (Kannada),82.72
593,9645,Niyaz Backer,40.8
594,9649,Meena (New),77.52
595,9650,Baby Malavika,71.46
596,9673,Master Govardhan,66
597,9676,Rajasree Nair,67.94
598,9685,Niveda P Thomas,67.33
599,9693,Dinesh Prabhakar,52.46
600,9707,Ranjini Haridas,14.82
601,9715,Arjun Nandakumar,32
602,9733,Ashmita Sood,67.86
603,9832,Nandamuri Balakrishna,55.61
604,9838,Mahesh (Tamil),50.63
605,9841,Jyothi Krishna,46.07
606,9843,Rejith Menon,61.1
607,9876,Esther Anil,47.3
608,9883,Roshan Basheer,50.25
609,9892,Poonam Kaur,26.52
610,9906,Abhinaya,24.96
611,9944,Madhurima,17.4
612,10000,Nagachaithanya,66.75
613,10023,Jagan,15
614,10027,Raveendran,72.54
615,10029,Asha Sarath,66.76
