id,code,name,rating
555,8850,Henrik Ibsen,59.63
556,8878,Mithun Murali,47.56
557,8890,Krishna Moorthi,76.56
558,8930,Ajay Krishnan,61.06
559,9022,Rakesh Mantodi,74.1
560,9045,Arun Ghosh,69.75
561,9050,TKR Nair,24.96
562,9058,Abrid Shine,68.58
563,9062,Haneef Mohammed,65.99
564,9063,Hari Amaravila,30
565,9069,Neeraj Madhav,80.1
566,9076,Santha Muralidharan,78.5
567,9077,Akhil Paul,73.6
568,9080,Radhakrishna KR,39
569,9085,Ronnie Screwala,71.8
570,9089,OG Sunil,54.19
571,9101,BV Nandini Reddy,30
572,9107,Hafiz Ismail,31.2
573,9109,Jayan Sivapuram,23.4
574,9110,Jnaanasheelan,58.1
575,9118,Sajeevan Anthikkaad,73.04
576,9123,Sugeeth,65.52
577,9124,Sury,39
578,9272,Manoj Palodan,59.94
579,9345,Bejoy KV,36.9
580,9415,Aju Varghese,68.8
581,9435,Hemanth Menon,31.2
582,9449,Sunny Wayne,66.42
583,9451,Rahul Madhav,59.53
584,9470,Manikandan Pattambi,45.14
585,9479,Nivin Pauly,74.82
586,9489,Rajeev Pillai,36.54
587,9519,Sudheer Ambalappaadu,39
588,9522,Sreevarma Paravenath,9.36
589,9547,Sinoj Nedungolam,45.92
590,9549,Francis T Mavelikara,31.5
591,9553,Deedi Damodaran,65.62
592,9555,Jinu V Abraham,61.92
593,9558,Rob Tobin,53.25
594,9561,Ansar Sathyan,29.88
595,9571,Nishad K Koya,64.1
596,9618,Dr Sudhakaran Nair,42.64
597,9622,Swargachithra Appachan,88.32
598,9628,Suresh Krishnan,9.6
599,9637,Satheesh Narayanan,52.29
600,9677,K Radhakrishnan ,75.04
601,9681,Shyam,47.62
602,9696,Neeta Anto,66.37
603,9698,V Ashok Kumar,69.75
604,9700,CP Udayabhanu,74.7
605,9718,Sethu,58.48
606,9781,Abhaya Simha,67.23
607,9797,Rajesh Raghavan,36.9
608,9800,Fareed Khan,64.7
609,9836,Syam-Praveen,27.3
610,9837,Jiju Ashokan,75.69
611,9855,Shanavas K Bavakutty,71.28
612,9859,Abhiram Suresh Unnithan,52.46
613,9927, Madhusoodanan Mavelikkara,56.84
614,9934,B Jayamohan,43.2
615,9940,Rajesh Nair,64.38
616,9972,AR Murukadas,88.35
617,9993,S Kishor,37.35
618,10009,Mani Menon,18.26
619,10015,Rajesh K Narayanan,61.92
620,10029,Asha Sarath,80.04
621,10030,Kuzhalmandam Ramakrishnan,74.7
622,10052,Sandra Thomas,65.82
623,10060,Ram Charan Teja,78.26
624,10108,Suresh Govind,57.62
625,10141,Anand,44.16
626,10143,TB Raghunathan,69.7
627,10144,Saseendra Varma,21.58
628,10147,Anumol,53.94
629,10171,Sumesh - Amal,63.08
630,10194,Jalal Magnus,28.86
631,10198,Malavika Menon,51.66
632,10215,Biyon,24.6
633,10223,Roopesh Peethambaran,69.75
634,10272,Sunil Ibrahim,69.42
635,10277,Prasanth Murali,42.9
636,10289,Joju George,52.46
637,10310,Vijay Babu,74.53
638,10342,Manoj Kana,40.5
639,10378,Nasser Latheef,52.2
640,10403,Hareesh Unni,24.96
641,10469,Shine Kuryan,44
642,10483,Ajayan Venugopalan,57.02
643,10560,Shaji Francis,54.6
644,10563,VH Dirar,60.06
645,10610,P Suku Menon,9
646,10615,Arunlal Ramachandran,63.99
647,10697,Muhammed Musthafa,86.4
648,10709,Alphonse Putharen,69.6
649,10740,Manoj Ramsingh,29.64
650,10848,Nazaruddeen Shah,63.18
651,10933,Siju Wilson,83.42
652,10951,Dr K Ambadi,73.96
653,10958,Jean Paul Lal (Lal Jr.),44
654,11003,S George,39.87
655,11031,Danil David,34.02
656,11050,Ouseppachan,79.39
657,11051,MR Anoopraj,29.6
658,11175,Ajith Nambyar,16.2
659,11180,Jis Joy,81.7
660,11181,Suresh Nair,55.76
661,11216,Benny Asamsa,17.4
662,11220,Jibin Edavanakkadu,48
663,11229,PV Abraham,48.97
664,11246,MB Padmakumar,68.8
665,11294,Venu,51.6
666,11389,Mushin Parari,70.52
667,11424,Gunasekhar,68.06
668,11438,Rohith VS,67.94
669,11451,Anu Sithara,71.28
670,11456,Pradeepan Mullanezhi,57.4
671,11476,P Mohammed,30
672,11488,Sumod Gopu,34.44
673,11568,Anish Urumbil,32.8
674,11639,Lijomol Jose,66.22
675,11641,Vinod Periya,62.4
676,11686,Ajith Poojappura,47.64
677,11696,Murali Nellanadu,17.6
678,11738,Gopi Manassery,40.94
679,11739,Shane Nigam,73.96
680,11777,Anoop Daiwa,48.6
681,11780,Suresh Raj,75.07
682,11796,Juby Ninan,55.9
683,11798,Julaina Ashraf,68.04
684,11812,Vishak Nair,73.1
685,11847,Manu,64.8
686,11860,Ashok Kumar T,15
687,11875,Sivakumar,48
688,11885,Siju Elamkadu,50.63
689,11894,Haris M Rahman,13.94
690,11914,Abhijith Ashokan,74.52
691,11924,Himarsha Venkatsamy,51.6
692,11958,Girish PC Palam,46.98
693,11963,Sahir Ali,67.23
694,11975,Deepu S Nair,71.28
695,12011,Domin D Silva,75.68
696,12015,Dr Binu Purushothaman,47.3
697,12029,Vinish Palayad,42.93
698,12076,TN Prakash,21.5
699,12108,Prajesh Sen,80.04
700,12130,Gaffoor Y Elliyas,72.24
701,12162,Kamal Koottanadu,57.62
702,12214,Saniya Iyyappan,56.76
703,12294,VK Noushad,84.17
704,12354,Vishakh Punna,48.16
705,12402,E Santhosh Kumar,58.48
706,12409,CH Mohammed,69.6
707,12411,Shaji Mathew,61.82
708,12485,TS Arun,60.2
709,12505,Shibu Thameens,54.47
710,12506,Sumeesh Ramakrishnan,17.4
711,12528,Sabu Varghese,36.12
712,12583,Renji Lal Damodaran,56.76
713,12630,Sharis Mohammed,81.78
714,12664,Ram Baburaj,68.8
715,12737,Vijeesh Mani,48.37
716,12773,Vineesh Palayadu,49.02
717,13000,Aashiq Akber Ali,69.6
718,13010,G Ashok,79.17
719,13013,Fawas Mohammed,56.76
720,13027,Nirmal Sahadev,74.82
721,13029,Anil Ambalakkara,64
722,13048,Shibu Raj K,60.9
723,13050,Dr. Rajesh Raju George,69.6
